query,rank,candidate,score,image_path,counts_q,counts_c
DSC00181.JPG,1,Room_1_Layer_0_Cam_Rot_End_282_4_39_rgb_image.png,0.9342105388641357,Room_1_Layer_0_Cam_Rot_End_282_4_39_rgb_image.png,[],[]
